group,text,label
complaint:17,"hi, suggest a medicine for sinus",MEDICATION_SAFETY
complaint:17,how many mg of ibuprofen for sinus,MEDICATION_SAFETY
complaint:17,how many mg of ibuprofen for sinus?,MEDICATION_SAFETY
complaint:17,"hi, how many mg of ibuprofen for sinus",MEDICATION_SAFETY
complaint:17,should i take steroids for sinus,MEDICATION_SAFETY
complaint:17,should i take steroids for sinus?,MEDICATION_SAFETY
complaint:17,"hi, should i take steroids for sinus",MEDICATION_SAFETY
complaint:17,what drug do doctors prescribe for sinus,MEDICATION_SAFETY
complaint:17,what drug do doctors prescribe for sinus?,MEDICATION_SAFETY
complaint:17,"hi, what drug do doctors prescribe for sinus",MEDICATION_SAFETY
complaint:17,name of the tablet used in sinus,MEDICATION_SAFETY
complaint:17,name of the tablet used in sinus?,MEDICATION_SAFETY
complaint:17,"hi, name of the tablet used in sinus",MEDICATION_SAFETY
complaint:17,can i take two painkillers together for sinus,MEDICATION_SAFETY
complaint:17,can i take two painkillers together for sinus?,MEDICATION_SAFETY
complaint:17,"hi, can i take two painkillers together for sinus",MEDICATION_SAFETY
complaint:21,which tablet should i take for sleeplessness,MEDICATION_SAFETY
complaint:21,which tablet should i take for sleeplessness?,MEDICATION_SAFETY
complaint:21,"hi, which tablet should i take for sleeplessness",MEDICATION_SAFETY
complaint:21,what medicine is best for sleeplessness,MEDICATION_SAFETY
complaint:21,what medicine is best for sleeplessness?,MEDICATION_SAFETY
complaint:21,"hi, what medicine is best for sleeplessness",MEDICATION_SAFETY
complaint:21,what is the dosage of paracetamol for sleeplessness,MEDICATION_SAFETY
complaint:21,what is the dosage of paracetamol for sleeplessness?,MEDICATION_SAFETY
complaint:21,"hi, what is the dosage of paracetamol for sleeplessness",MEDICATION_SAFETY
complaint:21,can i take antibiotics for sleeplessness,MEDICATION_SAFETY
complaint:21,can i take antibiotics for sleeplessness?,MEDICATION_SAFETY
complaint:21,"hi, can i take antibiotics for sleeplessness",MEDICATION_SAFETY
complaint:21,suggest a medicine for sleeplessness,MEDICATION_SAFETY
complaint:21,suggest a medicine for sleeplessness?,MEDICATION_SAFETY
complaint:21,"hi, suggest a medicine for sleeplessness",MEDICATION_SAFETY
complaint:21,how many mg of ibuprofen for sleeplessness,MEDICATION_SAFETY
complaint:21,how many mg of ibuprofen for sleeplessness?,MEDICATION_SAFETY
complaint:21,"hi, how many mg of ibuprofen for sleeplessness",MEDICATION_SAFETY
complaint:21,should i take steroids for sleeplessness,MEDICATION_SAFETY
complaint:21,should i take steroids for sleeplessness?,MEDICATION_SAFETY
complaint:21,"hi, should i take steroids for sleeplessness",MEDICATION_SAFETY
complaint:21,what drug do doctors prescribe for sleeplessness,MEDICATION_SAFETY
complaint:21,what drug do doctors prescribe for sleeplessness?,MEDICATION_SAFETY
complaint:21,"hi, what drug do doctors prescribe for sleeplessness",MEDICATION_SAFETY
complaint:21,name of the tablet used in sleeplessness,MEDICATION_SAFETY
complaint:21,name of the tablet used in sleeplessness?,MEDICATION_SAFETY
complaint:21,"hi, name of the tablet used in sleeplessness",MEDICATION_SAFETY
complaint:21,can i take two painkillers together for sleeplessness,MEDICATION_SAFETY
complaint:21,can i take two painkillers together for sleeplessness?,MEDICATION_SAFETY
complaint:21,"hi, can i take two painkillers together for sleeplessness",MEDICATION_SAFETY
complaint:13,which tablet should i take for urine infection,MEDICATION_SAFETY
complaint:13,which tablet should i take for urine infection?,MEDICATION_SAFETY
complaint:13,"hi, which tablet should i take for urine infection",MEDICATION_SAFETY
complaint:13,what medicine is best for urine infection,MEDICATION_SAFETY
complaint:13,what medicine is best for urine infection?,MEDICATION_SAFETY
complaint:13,"hi, what medicine is best for urine infection",MEDICATION_SAFETY
complaint:13,what is the dosage of paracetamol for urine infection,MEDICATION_SAFETY
complaint:13,what is the dosage of paracetamol for urine infection?,MEDICATION_SAFETY
complaint:13,"hi, what is the dosage of paracetamol for urine infection",MEDICATION_SAFETY
complaint:13,can i take antibiotics for urine infection,MEDICATION_SAFETY
complaint:13,can i take antibiotics for urine infection?,MEDICATION_SAFETY
complaint:13,"hi, can i take antibiotics for urine infection",MEDICATION_SAFETY
complaint:13,suggest a medicine for urine infection,MEDICATION_SAFETY
complaint:13,suggest a medicine for urine infection?,MEDICATION_SAFETY
complaint:13,"hi, suggest a medicine for urine infection",MEDICATION_SAFETY
complaint:13,how many mg of ibuprofen for urine infection,MEDICATION_SAFETY
complaint:13,how many mg of ibuprofen for urine infection?,MEDICATION_SAFETY
complaint:13,"hi, how many mg of ibuprofen for urine infection",MEDICATION_SAFETY
complaint:13,should i take steroids for urine infection,MEDICATION_SAFETY
complaint:13,should i take steroids for urine infection?,MEDICATION_SAFETY
complaint:13,"hi, should i take steroids for urine infection",MEDICATION_SAFETY
complaint:13,what drug do doctors prescribe for urine infection,MEDICATION_SAFETY
complaint:13,what drug do doctors prescribe for urine infection?,MEDICATION_SAFETY
complaint:13,"hi, what drug do doctors prescribe for urine infection",MEDICATION_SAFETY
complaint:13,name of the tablet used in urine infection,MEDICATION_SAFETY
complaint:13,name of the tablet used in urine infection?,MEDICATION_SAFETY
complaint:13,"hi, name of the tablet used in urine infection",MEDICATION_SAFETY
complaint:13,can i take two painkillers together for urine infection,MEDICATION_SAFETY
complaint:13,can i take two painkillers together for urine infection?,MEDICATION_SAFETY
complaint:13,"hi, can i take two painkillers together for urine infection",MEDICATION_SAFETY
complaint:22,which tablet should i take for vomiting,MEDICATION_SAFETY
complaint:22,which tablet should i take for vomiting?,MEDICATION_SAFETY
complaint:22,"hi, which tablet should i take for vomiting",MEDICATION_SAFETY
complaint:22,what medicine is best for vomiting,MEDICATION_SAFETY
complaint:22,what medicine is best for vomiting?,MEDICATION_SAFETY
complaint:22,"hi, what medicine is best for vomiting",MEDICATION_SAFETY
complaint:22,what is the dosage of paracetamol for vomiting,MEDICATION_SAFETY
complaint:22,what is the dosage of paracetamol for vomiting?,MEDICATION_SAFETY
complaint:22,"hi, what is the dosage of paracetamol for vomiting",MEDICATION_SAFETY
complaint:22,can i take antibiotics for vomiting,MEDICATION_SAFETY
complaint:22,can i take antibiotics for vomiting?,MEDICATION_SAFETY
complaint:22,"hi, can i take antibiotics for vomiting",MEDICATION_SAFETY
complaint:22,suggest a medicine for vomiting,MEDICATION_SAFETY
complaint:22,suggest a medicine for vomiting?,MEDICATION_SAFETY
complaint:22,"hi, suggest a medicine for vomiting",MEDICATION_SAFETY
complaint:22,how many mg of ibuprofen for vomiting,MEDICATION_SAFETY
complaint:22,how many mg of ibuprofen for vomiting?,MEDICATION_SAFETY
complaint:22,"hi, how many mg of ibuprofen for vomiting",MEDICATION_SAFETY
complaint:22,should i take steroids for vomiting,MEDICATION_SAFETY
complaint:22,should i take steroids for vomiting?,MEDICATION_SAFETY
complaint:22,"hi, should i take steroids for vomiting",MEDICATION_SAFETY
complaint:22,what drug do doctors prescribe for vomiting,MEDICATION_SAFETY
complaint:22,what drug do doctors prescribe for vomiting?,MEDICATION_SAFETY
complaint:22,"hi, what drug do doctors prescribe for vomiting",MEDICATION_SAFETY
complaint:22,name of the tablet used in vomiting,MEDICATION_SAFETY
complaint:22,name of the tablet used in vomiting?,MEDICATION_SAFETY
complaint:22,"hi, name of the tablet used in vomiting",MEDICATION_SAFETY
complaint:22,can i take two painkillers together for vomiting,MEDICATION_SAFETY
complaint:22,can i take two painkillers together for vomiting?,MEDICATION_SAFETY
complaint:22,"hi, can i take two painkillers together for vomiting",MEDICATION_SAFETY
complaint:14,which tablet should i take for period pain,MEDICATION_SAFETY
complaint:14,which tablet should i take for period pain?,MEDICATION_SAFETY
complaint:14,"hi, which tablet should i take for period pain",MEDICATION_SAFETY
complaint:14,what medicine is best for period pain,MEDICATION_SAFETY
complaint:14,what medicine is best for period pain?,MEDICATION_SAFETY
complaint:14,"hi, what medicine is best for period pain",MEDICATION_SAFETY
complaint:14,what is the dosage of paracetamol for period pain,MEDICATION_SAFETY
complaint:14,what is the dosage of paracetamol for period pain?,MEDICATION_SAFETY
complaint:14,"hi, what is the dosage of paracetamol for period pain",MEDICATION_SAFETY
complaint:14,can i take antibiotics for period pain,MEDICATION_SAFETY
complaint:14,can i take antibiotics for period pain?,MEDICATION_SAFETY
complaint:14,"hi, can i take antibiotics for period pain",MEDICATION_SAFETY
complaint:14,suggest a medicine for period pain,MEDICATION_SAFETY
complaint:14,suggest a medicine for period pain?,MEDICATION_SAFETY
complaint:14,"hi, suggest a medicine for period pain",MEDICATION_SAFETY
complaint:14,how many mg of ibuprofen for period pain,MEDICATION_SAFETY
complaint:14,how many mg of ibuprofen for period pain?,MEDICATION_SAFETY
complaint:14,"hi, how many mg of ibuprofen for period pain",MEDICATION_SAFETY
complaint:14,should i take steroids for period pain,MEDICATION_SAFETY
complaint:14,should i take steroids for period pain?,MEDICATION_SAFETY
complaint:14,"hi, should i take steroids for period pain",MEDICATION_SAFETY
complaint:14,what drug do doctors prescribe for period pain,MEDICATION_SAFETY
complaint:14,what drug do doctors prescribe for period pain?,MEDICATION_SAFETY
complaint:14,"hi, what drug do doctors prescribe for period pain",MEDICATION_SAFETY
complaint:14,name of the tablet used in period pain,MEDICATION_SAFETY
complaint:14,name of the tablet used in period pain?,MEDICATION_SAFETY
complaint:14,"hi, name of the tablet used in period pain",MEDICATION_SAFETY
complaint:14,can i take two painkillers together for period pain,MEDICATION_SAFETY
complaint:14,can i take two painkillers together for period pain?,MEDICATION_SAFETY
complaint:14,"hi, can i take two painkillers together for period pain",MEDICATION_SAFETY
complaint:15,which tablet should i take for acidity,MEDICATION_SAFETY
complaint:15,which tablet should i take for acidity?,MEDICATION_SAFETY
complaint:15,"hi, which tablet should i take for acidity",MEDICATION_SAFETY
complaint:15,what medicine is best for acidity,MEDICATION_SAFETY
complaint:15,what medicine is best for acidity?,MEDICATION_SAFETY
complaint:15,"hi, what medicine is best for acidity",MEDICATION_SAFETY
complaint:15,what is the dosage of paracetamol for acidity,MEDICATION_SAFETY
complaint:15,what is the dosage of paracetamol for acidity?,MEDICATION_SAFETY
complaint:15,"hi, what is the dosage of paracetamol for acidity",MEDICATION_SAFETY
complaint:15,can i take antibiotics for acidity,MEDICATION_SAFETY
complaint:15,can i take antibiotics for acidity?,MEDICATION_SAFETY
complaint:15,"hi, can i take antibiotics for acidity",MEDICATION_SAFETY
complaint:15,suggest a medicine for acidity,MEDICATION_SAFETY
complaint:15,suggest a medicine for acidity?,MEDICATION_SAFETY
complaint:15,"hi, suggest a medicine for acidity",MEDICATION_SAFETY
complaint:15,how many mg of ibuprofen for acidity,MEDICATION_SAFETY
complaint:15,how many mg of ibuprofen for acidity?,MEDICATION_SAFETY
complaint:15,"hi, how many mg of ibuprofen for acidity",MEDICATION_SAFETY
complaint:15,should i take steroids for acidity,MEDICATION_SAFETY
complaint:15,should i take steroids for acidity?,MEDICATION_SAFETY
complaint:15,"hi, should i take steroids for acidity",MEDICATION_SAFETY
complaint:15,what drug do doctors prescribe for acidity,MEDICATION_SAFETY
complaint:15,what drug do doctors prescribe for acidity?,MEDICATION_SAFETY
complaint:15,"hi, what drug do doctors prescribe for acidity",MEDICATION_SAFETY
complaint:15,name of the tablet used in acidity,MEDICATION_SAFETY
complaint:15,name of the tablet used in acidity?,MEDICATION_SAFETY
complaint:15,"hi, name of the tablet used in acidity",MEDICATION_SAFETY
complaint:15,can i take two painkillers together for acidity,MEDICATION_SAFETY
complaint:15,can i take two painkillers together for acidity?,MEDICATION_SAFETY
complaint:15,"hi, can i take two painkillers together for acidity",MEDICATION_SAFETY
complaint:4,which tablet should i take for loose motion,MEDICATION_SAFETY
complaint:4,which tablet should i take for loose motion?,MEDICATION_SAFETY
complaint:4,"hi, which tablet should i take for loose motion",MEDICATION_SAFETY
complaint:4,what medicine is best for loose motion,MEDICATION_SAFETY
complaint:4,what medicine is best for loose motion?,MEDICATION_SAFETY
complaint:4,"hi, what medicine is best for loose motion",MEDICATION_SAFETY
complaint:4,what is the dosage of paracetamol for loose motion,MEDICATION_SAFETY
complaint:4,what is the dosage of paracetamol for loose motion?,MEDICATION_SAFETY
complaint:4,"hi, what is the dosage of paracetamol for loose motion",MEDICATION_SAFETY
complaint:4,can i take antibiotics for loose motion,MEDICATION_SAFETY
complaint:4,can i take antibiotics for loose motion?,MEDICATION_SAFETY
complaint:4,"hi, can i take antibiotics for loose motion",MEDICATION_SAFETY
complaint:4,suggest a medicine for loose motion,MEDICATION_SAFETY
complaint:4,suggest a medicine for loose motion?,MEDICATION_SAFETY
complaint:4,"hi, suggest a medicine for loose motion",MEDICATION_SAFETY
complaint:4,how many mg of ibuprofen for loose motion,MEDICATION_SAFETY
complaint:4,how many mg of ibuprofen for loose motion?,MEDICATION_SAFETY
complaint:4,"hi, how many mg of ibuprofen for loose motion",MEDICATION_SAFETY
complaint:4,should i take steroids for loose motion,MEDICATION_SAFETY
complaint:4,should i take steroids for loose motion?,MEDICATION_SAFETY
complaint:4,"hi, should i take steroids for loose motion",MEDICATION_SAFETY
complaint:4,what drug do doctors prescribe for loose motion,MEDICATION_SAFETY
complaint:4,what drug do doctors prescribe for loose motion?,MEDICATION_SAFETY
complaint:4,"hi, what drug do doctors prescribe for loose motion",MEDICATION_SAFETY
complaint:4,name of the tablet used in loose motion,MEDICATION_SAFETY
complaint:4,name of the tablet used in loose motion?,MEDICATION_SAFETY
complaint:4,"hi, name of the tablet used in loose motion",MEDICATION_SAFETY
complaint:4,can i take two painkillers together for loose motion,MEDICATION_SAFETY
complaint:4,can i take two painkillers together for loose motion?,MEDICATION_SAFETY
complaint:4,"hi, can i take two painkillers together for loose motion",MEDICATION_SAFETY
complaint:0,which tablet should i take for fever,MEDICATION_SAFETY
complaint:0,which tablet should i take for fever?,MEDICATION_SAFETY
complaint:0,"hi, which tablet should i take for fever",MEDICATION_SAFETY
complaint:0,what medicine is best for fever,MEDICATION_SAFETY
complaint:0,what medicine is best for fever?,MEDICATION_SAFETY
complaint:0,"hi, what medicine is best for fever",MEDICATION_SAFETY
complaint:0,what is the dosage of paracetamol for fever,MEDICATION_SAFETY
complaint:0,what is the dosage of paracetamol for fever?,MEDICATION_SAFETY
complaint:0,"hi, what is the dosage of paracetamol for fever",MEDICATION_SAFETY
complaint:0,can i take antibiotics for fever,MEDICATION_SAFETY
complaint:0,can i take antibiotics for fever?,MEDICATION_SAFETY
complaint:0,"hi, can i take antibiotics for fever",MEDICATION_SAFETY
complaint:0,suggest a medicine for fever,MEDICATION_SAFETY
complaint:0,suggest a medicine for fever?,MEDICATION_SAFETY
complaint:0,"hi, suggest a medicine for fever",MEDICATION_SAFETY
complaint:0,how many mg of ibuprofen for fever,MEDICATION_SAFETY
complaint:0,how many mg of ibuprofen for fever?,MEDICATION_SAFETY
complaint:0,"hi, how many mg of ibuprofen for fever",MEDICATION_SAFETY
complaint:0,should i take steroids for fever,MEDICATION_SAFETY
complaint:0,should i take steroids for fever?,MEDICATION_SAFETY
complaint:0,"hi, should i take steroids for fever",MEDICATION_SAFETY
complaint:0,what drug do doctors prescribe for fever,MEDICATION_SAFETY
complaint:0,what drug do doctors prescribe for fever?,MEDICATION_SAFETY
complaint:0,"hi, what drug do doctors prescribe for fever",MEDICATION_SAFETY
complaint:0,name of the tablet used in fever,MEDICATION_SAFETY
complaint:0,name of the tablet used in fever?,MEDICATION_SAFETY
complaint:0,"hi, name of the tablet used in fever",MEDICATION_SAFETY
complaint:0,can i take two painkillers together for fever,MEDICATION_SAFETY
complaint:0,can i take two painkillers together for fever?,MEDICATION_SAFETY
complaint:0,"hi, can i take two painkillers together for fever",MEDICATION_SAFETY
complaint:11,which tablet should i take for diabetes,MEDICATION_SAFETY
complaint:11,which tablet should i take for diabetes?,MEDICATION_SAFETY
complaint:11,"hi, which tablet should i take for diabetes",MEDICATION_SAFETY
complaint:11,what medicine is best for diabetes,MEDICATION_SAFETY
complaint:11,what medicine is best for diabetes?,MEDICATION_SAFETY
complaint:11,"hi, what medicine is best for diabetes",MEDICATION_SAFETY
complaint:11,what is the dosage of paracetamol for diabetes,MEDICATION_SAFETY
complaint:11,what is the dosage of paracetamol for diabetes?,MEDICATION_SAFETY
complaint:11,"hi, what is the dosage of paracetamol for diabetes",MEDICATION_SAFETY
complaint:11,can i take antibiotics for diabetes,MEDICATION_SAFETY
complaint:11,can i take antibiotics for diabetes?,MEDICATION_SAFETY
complaint:11,"hi, can i take antibiotics for diabetes",MEDICATION_SAFETY
complaint:11,suggest a medicine for diabetes,MEDICATION_SAFETY
complaint:11,suggest a medicine for diabetes?,MEDICATION_SAFETY
complaint:11,"hi, suggest a medicine for diabetes",MEDICATION_SAFETY
complaint:11,how many mg of ibuprofen for diabetes,MEDICATION_SAFETY
complaint:11,how many mg of ibuprofen for diabetes?,MEDICATION_SAFETY
complaint:11,"hi, how many mg of ibuprofen for diabetes",MEDICATION_SAFETY
complaint:11,should i take steroids for diabetes,MEDICATION_SAFETY
complaint:11,should i take steroids for diabetes?,MEDICATION_SAFETY
complaint:11,"hi, should i take steroids for diabetes",MEDICATION_SAFETY
complaint:11,what drug do doctors prescribe for diabetes,MEDICATION_SAFETY
complaint:11,what drug do doctors prescribe for diabetes?,MEDICATION_SAFETY
complaint:11,"hi, what drug do doctors prescribe for diabetes",MEDICATION_SAFETY
complaint:11,name of the tablet used in diabetes,MEDICATION_SAFETY
complaint:11,name of the tablet used in diabetes?,MEDICATION_SAFETY
complaint:11,"hi, name of the tablet used in diabetes",MEDICATION_SAFETY
complaint:11,can i take two painkillers together for diabetes,MEDICATION_SAFETY
complaint:11,can i take two painkillers together for diabetes?,MEDICATION_SAFETY
complaint:11,"hi, can i take two painkillers together for diabetes",MEDICATION_SAFETY
complaint:1,which tablet should i take for cold and cough,MEDICATION_SAFETY
complaint:1,which tablet should i take for cold and cough?,MEDICATION_SAFETY
complaint:1,"hi, which tablet should i take for cold and cough",MEDICATION_SAFETY
complaint:1,what medicine is best for cold and cough,MEDICATION_SAFETY
complaint:1,what medicine is best for cold and cough?,MEDICATION_SAFETY
complaint:1,"hi, what medicine is best for cold and cough",MEDICATION_SAFETY
complaint:1,what is the dosage of paracetamol for cold and cough,MEDICATION_SAFETY
complaint:1,what is the dosage of paracetamol for cold and cough?,MEDICATION_SAFETY
complaint:1,"hi, what is the dosage of paracetamol for cold and cough",MEDICATION_SAFETY
complaint:1,can i take antibiotics for cold and cough,MEDICATION_SAFETY
complaint:1,can i take antibiotics for cold and cough?,MEDICATION_SAFETY
complaint:1,"hi, can i take antibiotics for cold and cough",MEDICATION_SAFETY
complaint:1,suggest a medicine for cold and cough,MEDICATION_SAFETY
complaint:1,suggest a medicine for cold and cough?,MEDICATION_SAFETY
complaint:1,"hi, suggest a medicine for cold and cough",MEDICATION_SAFETY
complaint:1,how many mg of ibuprofen for cold and cough,MEDICATION_SAFETY
complaint:1,how many mg of ibuprofen for cold and cough?,MEDICATION_SAFETY
complaint:1,"hi, how many mg of ibuprofen for cold and cough",MEDICATION_SAFETY
complaint:1,should i take steroids for cold and cough,MEDICATION_SAFETY
complaint:1,should i take steroids for cold and cough?,MEDICATION_SAFETY
complaint:1,"hi, should i take steroids for cold and cough",MEDICATION_SAFETY
complaint:1,what drug do doctors prescribe for cold and cough,MEDICATION_SAFETY
complaint:1,what drug do doctors prescribe for cold and cough?,MEDICATION_SAFETY
complaint:1,"hi, what drug do doctors prescribe for cold and cough",MEDICATION_SAFETY
complaint:1,name of the tablet used in cold and cough,MEDICATION_SAFETY
complaint:1,name of the tablet used in cold and cough?,MEDICATION_SAFETY
complaint:1,"hi, name of the tablet used in cold and cough",MEDICATION_SAFETY
complaint:1,can i take two painkillers together for cold and cough,MEDICATION_SAFETY
complaint:1,can i take two painkillers together for cold and cough?,MEDICATION_SAFETY
complaint:1,"hi, can i take two painkillers together for cold and cough",MEDICATION_SAFETY
complaint:18,which tablet should i take for ear pain,MEDICATION_SAFETY
complaint:18,which tablet should i take for ear pain?,MEDICATION_SAFETY
complaint:18,"hi, which tablet should i take for ear pain",MEDICATION_SAFETY
complaint:18,what medicine is best for ear pain,MEDICATION_SAFETY
complaint:18,what medicine is best for ear pain?,MEDICATION_SAFETY
complaint:18,"hi, what medicine is best for ear pain",MEDICATION_SAFETY
complaint:18,what is the dosage of paracetamol for ear pain,MEDICATION_SAFETY
complaint:18,what is the dosage of paracetamol for ear pain?,MEDICATION_SAFETY
complaint:18,"hi, what is the dosage of paracetamol for ear pain",MEDICATION_SAFETY
complaint:18,can i take antibiotics for ear pain,MEDICATION_SAFETY
complaint:18,can i take antibiotics for ear pain?,MEDICATION_SAFETY
complaint:18,"hi, can i take antibiotics for ear pain",MEDICATION_SAFETY
complaint:18,suggest a medicine for ear pain,MEDICATION_SAFETY
complaint:18,suggest a medicine for ear pain?,MEDICATION_SAFETY
complaint:18,"hi, suggest a medicine for ear pain",MEDICATION_SAFETY
complaint:18,how many mg of ibuprofen for ear pain,MEDICATION_SAFETY
complaint:18,how many mg of ibuprofen for ear pain?,MEDICATION_SAFETY
complaint:18,"hi, how many mg of ibuprofen for ear pain",MEDICATION_SAFETY
complaint:18,should i take steroids for ear pain,MEDICATION_SAFETY
complaint:18,should i take steroids for ear pain?,MEDICATION_SAFETY
complaint:18,"hi, should i take steroids for ear pain",MEDICATION_SAFETY
complaint:18,what drug do doctors prescribe for ear pain,MEDICATION_SAFETY
complaint:18,what drug do doctors prescribe for ear pain?,MEDICATION_SAFETY
complaint:18,"hi, what drug do doctors prescribe for ear pain",MEDICATION_SAFETY
complaint:18,name of the tablet used in ear pain,MEDICATION_SAFETY
complaint:18,name of the tablet used in ear pain?,MEDICATION_SAFETY
complaint:18,"hi, name of the tablet used in ear pain",MEDICATION_SAFETY
complaint:18,can i take two painkillers together for ear pain,MEDICATION_SAFETY
complaint:18,can i take two painkillers together for ear pain?,MEDICATION_SAFETY
complaint:18,"hi, can i take two painkillers together for ear pain",MEDICATION_SAFETY
complaint:6,which tablet should i take for stomach pain,MEDICATION_SAFETY
complaint:6,which tablet should i take for stomach pain?,MEDICATION_SAFETY
complaint:6,"hi, which tablet should i take for stomach pain",MEDICATION_SAFETY
complaint:6,what medicine is best for stomach pain,MEDICATION_SAFETY
complaint:6,what medicine is best for stomach pain?,MEDICATION_SAFETY
complaint:6,"hi, what medicine is best for stomach pain",MEDICATION_SAFETY
complaint:6,what is the dosage of paracetamol for stomach pain,MEDICATION_SAFETY
complaint:6,what is the dosage of paracetamol for stomach pain?,MEDICATION_SAFETY
complaint:6,"hi, what is the dosage of paracetamol for stomach pain",MEDICATION_SAFETY
complaint:6,can i take antibiotics for stomach pain,MEDICATION_SAFETY
complaint:6,can i take antibiotics for stomach pain?,MEDICATION_SAFETY
complaint:6,"hi, can i take antibiotics for stomach pain",MEDICATION_SAFETY
complaint:6,suggest a medicine for stomach pain,MEDICATION_SAFETY
complaint:6,suggest a medicine for stomach pain?,MEDICATION_SAFETY
complaint:6,"hi, suggest a medicine for stomach pain",MEDICATION_SAFETY
complaint:6,how many mg of ibuprofen for stomach pain,MEDICATION_SAFETY
complaint:6,how many mg of ibuprofen for stomach pain?,MEDICATION_SAFETY
complaint:6,"hi, how many mg of ibuprofen for stomach pain",MEDICATION_SAFETY
complaint:6,should i take steroids for stomach pain,MEDICATION_SAFETY
complaint:6,should i take steroids for stomach pain?,MEDICATION_SAFETY
complaint:6,"hi, should i take steroids for stomach pain",MEDICATION_SAFETY
complaint:6,what drug do doctors prescribe for stomach pain,MEDICATION_SAFETY
complaint:6,what drug do doctors prescribe for stomach pain?,MEDICATION_SAFETY
complaint:6,"hi, what drug do doctors prescribe for stomach pain",MEDICATION_SAFETY
complaint:6,name of the tablet used in stomach pain,MEDICATION_SAFETY
complaint:6,name of the tablet used in stomach pain?,MEDICATION_SAFETY
complaint:6,"hi, name of the tablet used in stomach pain",MEDICATION_SAFETY
complaint:6,can i take two painkillers together for stomach pain,MEDICATION_SAFETY
complaint:6,can i take two painkillers together for stomach pain?,MEDICATION_SAFETY
complaint:6,"hi, can i take two painkillers together for stomach pain",MEDICATION_SAFETY
complaint:19,which tablet should i take for eye redness,MEDICATION_SAFETY
complaint:19,which tablet should i take for eye redness?,MEDICATION_SAFETY
complaint:19,"hi, which tablet should i take for eye redness",MEDICATION_SAFETY
complaint:19,what medicine is best for eye redness,MEDICATION_SAFETY
complaint:19,what medicine is best for eye redness?,MEDICATION_SAFETY
complaint:19,"hi, what medicine is best for eye redness",MEDICATION_SAFETY
complaint:19,what is the dosage of paracetamol for eye redness,MEDICATION_SAFETY
complaint:19,what is the dosage of paracetamol for eye redness?,MEDICATION_SAFETY
complaint:19,"hi, what is the dosage of paracetamol for eye redness",MEDICATION_SAFETY
complaint:19,can i take antibiotics for eye redness,MEDICATION_SAFETY
complaint:19,can i take antibiotics for eye redness?,MEDICATION_SAFETY
complaint:19,"hi, can i take antibiotics for eye redness",MEDICATION_SAFETY
complaint:19,suggest a medicine for eye redness,MEDICATION_SAFETY
complaint:19,suggest a medicine for eye redness?,MEDICATION_SAFETY
complaint:19,"hi, suggest a medicine for eye redness",MEDICATION_SAFETY
complaint:19,how many mg of ibuprofen for eye redness,MEDICATION_SAFETY
complaint:19,how many mg of ibuprofen for eye redness?,MEDICATION_SAFETY
complaint:19,"hi, how many mg of ibuprofen for eye redness",MEDICATION_SAFETY
complaint:19,should i take steroids for eye redness,MEDICATION_SAFETY
complaint:19,should i take steroids for eye redness?,MEDICATION_SAFETY
complaint:19,"hi, should i take steroids for eye redness",MEDICATION_SAFETY
complaint:19,what drug do doctors prescribe for eye redness,MEDICATION_SAFETY
complaint:19,what drug do doctors prescribe for eye redness?,MEDICATION_SAFETY
complaint:19,"hi, what drug do doctors prescribe for eye redness",MEDICATION_SAFETY
complaint:19,name of the tablet used in eye redness,MEDICATION_SAFETY
complaint:19,name of the tablet used in eye redness?,MEDICATION_SAFETY
complaint:19,"hi, name of the tablet used in eye redness",MEDICATION_SAFETY
complaint:19,can i take two painkillers together for eye redness,MEDICATION_SAFETY
complaint:19,can i take two painkillers together for eye redness?,MEDICATION_SAFETY
complaint:19,"hi, can i take two painkillers together for eye redness",MEDICATION_SAFETY
complaint:26,which tablet should i take for fungal infection,MEDICATION_SAFETY
complaint:26,which tablet should i take for fungal infection?,MEDICATION_SAFETY
complaint:26,"hi, which tablet should i take for fungal infection",MEDICATION_SAFETY
complaint:26,what medicine is best for fungal infection,MEDICATION_SAFETY
complaint:26,what medicine is best for fungal infection?,MEDICATION_SAFETY
complaint:26,"hi, what medicine is best for fungal infection",MEDICATION_SAFETY
complaint:26,what is the dosage of paracetamol for fungal infection,MEDICATION_SAFETY
complaint:26,what is the dosage of paracetamol for fungal infection?,MEDICATION_SAFETY
complaint:26,"hi, what is the dosage of paracetamol for fungal infection",MEDICATION_SAFETY
complaint:26,can i take antibiotics for fungal infection,MEDICATION_SAFETY
complaint:26,can i take antibiotics for fungal infection?,MEDICATION_SAFETY
complaint:26,"hi, can i take antibiotics for fungal infection",MEDICATION_SAFETY
complaint:26,suggest a medicine for fungal infection,MEDICATION_SAFETY
complaint:26,suggest a medicine for fungal infection?,MEDICATION_SAFETY
complaint:26,"hi, suggest a medicine for fungal infection",MEDICATION_SAFETY
complaint:26,how many mg of ibuprofen for fungal infection,MEDICATION_SAFETY
complaint:26,how many mg of ibuprofen for fungal infection?,MEDICATION_SAFETY
complaint:26,"hi, how many mg of ibuprofen for fungal infection",MEDICATION_SAFETY
complaint:26,should i take steroids for fungal infection,MEDICATION_SAFETY
complaint:26,should i take steroids for fungal infection?,MEDICATION_SAFETY
complaint:26,"hi, should i take steroids for fungal infection",MEDICATION_SAFETY
complaint:26,what drug do doctors prescribe for fungal infection,MEDICATION_SAFETY
